order_date,customer_id,gender,product,category,quantity,unit_price,payment_method,region,country,latitude,longitude
2025-09-02,43-2502238,Male,Bamboo Charcoal Air Purifier Bags,Home,11.164886452,12.99,,,Kenya,,
2024-11-04,91-0596547,Male,Scented Soy Candles,Home,9.1586485039,19.99,americanexpress,,Kenya,-1.0387569,37.0833753
2025-03-09,92-3890104,Male,Creamy Garlic Dressing,Food - Condiments,1.6413245629,3.99,instapayment,,Kenya,,37.4596409
2025-02-17,,Female,Organic Chia Seeds,Food - Health Foods,3.2561159808,7.99,americanexpress,,Kenya,-1.0387569,
2025-02-04,45-9574892,Female,Sea Salt Caramel Brownie,Food - Bakery,26.7391533207,2.49,,,Kenya,,37.2784835
2025-02-01,74-7366579,Male,,Food - Condiments,1.2149212591,4.29,,,Kenya,-0.272699,
2025-05-01,24-7392537,Male,Creative Puzzle Game,Toys,5.7873725801,19.99,,,Kenya,-1.0387569,
2023-12-09,50-3411155,Female,Wireless Charging Pad,Accessories,7.0504092019,19.99,visa,,Kenya,-2.0980751,
2024-04-08,57-7485261,Female,Walnut Halves,Food - Nuts,9.5011670508,8.49,bankcard,,Kenya,,
2024-10-15,74-9577842,Male,Classic Bagels,,16.0467402708,2.99,americanexpress,,Kenya,3.1155165,
2025-02-09,36-8387867,Male,Colorful Post-It Notes Set,Office,2.8963885724,9.99,americanexpress,,Kenya,,
2024-04-14,68-1069188,Male,Winter Knit Beanie,Clothing,8.35038854,14.99,americanexpress,,Kenya,,35.286286
2024-02-02,34-4741690,Male,Classic Vanilla Fudge,Food - Desserts,3.2162228239,4.49,americanexpress,,Kenya,-1.5176837,
2024-10-29,25-3267315,Male,Folding Pocket Knife,Tools,1.2489888311,24.99,bankcard,,Kenya,,
2024-08-18,43-9637071,Male,Savory Rice Cakes,,6.0638797868,2.5,mastercard,,Kenya,-1.0387569,37.0833753
2024-11-20,59-6215642,Male,Self-Adhesive Wallpaper,Home,11.244181078,34.99,instapayment,,Kenya,-0.7171778,
2024-09-18,,Male,Slim Fit Chinos,Clothing - Pants,2.1937028601,54.99,americanexpress,,Kenya,,
2025-02-03,91-4875109,Male,Portable Jump Starter,Automotive,41.3525499001,59.99,bankcard,,Kenya,,
2025-10-13,41-4032667,Female,Portable Air Conditioner,Home Appliances,4.6235235525,299.99,,,Kenya,,
2025-07-17,44-1676963,Female,Underwater Camera,Photography,4.3897290703,199.99,instapayment,,Kenya,0.3332218,
2023-12-29,55-9008695,Male,LED Flashlight,Outdoor,10.9782267042,19.99,mastercard,,Kenya,0.6812449,
2023-12-05,63-2381843,Female,Classic Slim Fit Shirt,Clothing - Shirts,32.0799985228,49.99,mastercard,,Kenya,,
2025-07-03,23-8728268,Male,Portable Jump Starter,Automotive,1.533323014,59.99,bankcard,,Kenya,0.490107,35.743418
2024-07-21,76-1762609,Female,Cucumber Relish,Food - Condiments,17.5478406881,3.39,visa,,Kenya,,
2024-05-06,62-5410277,Male,Chia Seed Pudding Mix,,9.5587968572,4.19,instapayment,,Kenya,0.2827307,34.7518631
2023-11-13,01-4705163,Female,Portable Charger with Solar Panel,Electronics,7.6655380351,45.99,mastercard,,Kenya,-0.5350427,34.4530968
2024-07-07,09-8922810,Female,Tomato Basil Pasta Sauce,Food - Sauces,4.0637289755,3.99,,,Kenya,,36.8304102
2024-12-19,20-4362191,Female,Electric Stool Heater,Home,2.8994193223,29.99,bankcard,,Kenya,,
2024-04-15,71-0009934,Female,Carrot and Celery Sticks,Food - Produce,7.5202421649,2.99,bankcard,,Kenya,1.0784436,
2024-11-06,91-4892739,Male,Pet Travel Backpack Carrier,Pets,19.3893220137,49.99,bankcard,,Kenya,,35.2066038
2024-10-13,85-1327219,Female,Floral Summer Dress,,2.5029425754,39.99,mastercard,,Kenya,,34.1114621
2024-04-19,18-5827544,Female,Vegetable Fried Rice,Food - Frozen Foods,30.9744961574,4.99,visa,,Kenya,0.2827307,34.7518631
2025-10-22,38-4261934,Male,Decorative LED Neon Sign,Home,6.6306464272,45.99,instapayment,,Kenya,,
2024-12-01,60-8980773,Male,Black Bean & Corn Salad,Food - Salads,4.4173411552,3.99,visa,,Kenya,0.0514721,
2025-01-04,88-7304625,Female,Essential Oil Roller Bottles,Health,6.5730505803,19.99,,,Kenya,-2.0980751,36.7819505
2024-10-10,73-1895263,Male,Greek Feta Cheese,Food - Dairy,1.6267775011,4.99,instapayment,,Kenya,-0.1566093,
2024-05-14,54-6728450,Female,Pet Grooming Gloves,Pets,15.0070620692,9.99,,,Kenya,0.6812449,34.4212109
2025-09-30,46-6634737,Female,Zucchini,Food - Produce,7.4738476891,0.79,visa,,Kenya,,34.779603
2024-11-01,26-6276754,Female,Sushi Rice,Food - Grains,2.2712924779,3.99,,,Kenya,1.2481932,35.1103736
2024-01-07,40-2743959,Female,Nut Mix,Food - Snacks,0.6963189526,5.99,americanexpress,,Kenya,,
2025-05-16,00-8322601,Female,Plant Pot Drip Trays,Garden,12.3064330318,9.99,,,Kenya,0.5142775,
2024-11-07,79-8975396,Female,Spinach Pizza Rolls,Food - Frozen Foods,2.446841634,4.99,visa,,Kenya,-4.0434771,39.6682065
2025-09-01,16-5344806,Male,Thyme,Food - Fresh Produce,15.9689512671,2.49,,,Kenya,,
2023-10-29,59-5200106,Female,Lightweight Backpacking Tent,Outdoor,8.8492065915,129.99,,,Kenya,,
2025-03-12,66-4209407,Male,Weighted Jump Rope with Counter,Fitness,9.7168187857,14.99,mastercard,,Kenya,,
2024-03-21,25-4434912,Female,Vintage Button-Down Shirt,,14.7992601701,45.99,mastercard,,Kenya,,41.8551162
2025-04-05,68-6380865,Female,Garlic Parmesan Roasted Potatoes,Food - Sides,3.1055291695,3.99,,,Kenya,,
2024-06-14,08-5606410,Male,Acoustic Guitar,Music,4.8687825228,199.99,mastercard,,Kenya,,
2023-12-03,05-3246265,Male,Car Windshield Sun Shade,,44.5274479061,19.99,americanexpress,,Kenya,,
2024-08-04,67-0366648,Female,Fleece Throw Blanket,Home,13.6254099864,29.99,americanexpress,,Kenya,,39.9093269
2025-07-26,84-0048958,Male,Organic Blueberries,Food - Fruits,4.1970318974,5.49,americanexpress,,Kenya,-2.5265605,
2023-11-16,,Female,Pet Waterer with Filtration,Pets,7.7388628693,39.99,americanexpress,,Kenya,0.393611,
2025-06-10,18-9946071,Male,Lightweight Backpacking Tent,Outdoor,10.513754577,129.99,mastercard,,Kenya,-3.2191864,
2024-02-22,31-3458960,Male,Strawberry Rhubarb Jam,Food - Condiments,16.0111352746,4.29,,,Kenya,-0.3688967,35.286286
2024-07-28,39-7845969,Male,Gardening Tool Belt,Garden,5.5624810735,22.99,instapayment,,Kenya,,35.5931397
2024-04-22,,Female,Hibiscus Tea Bags,Food - Beverages,23.3263290764,3.79,instapayment,,Kenya,-3.2191864,40.1168906
2024-03-25,27-9080766,Female,Vegetarian Stir Fry Sauce,Food - Condiments,1.4738109896,2.49,,,Kenya,-1.7775816,
2024-01-08,09-4076643,Female,Honey Lemon Tea,Food - Beverages,3.7301778264,3.29,americanexpress,,Kenya,,
2025-08-19,61-8634849,Female,Chocolate Hazelnut Granola,Food - Cereal,5.4943223654,4.49,bankcard,,Kenya,-2.0980751,
2025-01-13,06-0642254,Male,Slim Fit Chinos,Clothing - Pants,4.5236959357,54.99,,,Kenya,,39.9093269
2025-06-03,34-5926600,Female,Gaming Mousepad,Gaming,37.960108015,19.99,mastercard,,Kenya,,37.4596409
2023-11-16,11-4148946,Female,Apple Cinnamon Breakfast Muffins,Food - Bakery,7.7208927623,3.49,americanexpress,,Kenya,-0.7771138,34.9458389
2025-06-11,29-7340246,Male,Cocktail Shaker Set,Kitchen,2.3127043979,29.99,americanexpress,,Kenya,-0.3688967,35.286286
2025-01-20,14-8270634,Female,Fleece Lined Leggings,,4.867591332,29.99,bankcard,,Kenya,,
2024-11-04,71-9315695,Male,Organic Spinach,Food - Produce,22.9451472622,2.99,americanexpress,,Kenya,,34.2747004
2025-08-30,48-9747252,Male,Home Karaoke System,Audio,0.2826922585,129.99,,,Kenya,-1.1748105,36.8304102
2024-09-08,69-7075386,Female,Adjustable Laptop Desk,Office,3.2435546039,59.99,americanexpress,,Kenya,0.4607691,34.1114621
2024-12-09,87-9137772,Male,Beef Stroganoff Meal Kit,Food - Frozen Meals,15.2580355097,12.99,bankcard,,Kenya,,36.7018311
2024-05-18,87-5596833,Male,Solar Garden Lights,Outdoor,2.9096034379,39.99,mastercard,,Kenya,-0.5388381,37.4596409
2025-07-31,93-9130462,Female,Microfiber Cleaning Cloths,,7.1452932797,9.99,visa,,Kenya,,34.2747004
2025-10-17,,Female,Watercolor Brush Pens,Art Supplies,2.4670347097,19.99,mastercard,,Kenya,-0.4277809,
2025-01-30,53-3952978,Male,Spicy Hummus,Food - Deli,2.0265767393,3.49,visa,,Kenya,,
2024-06-24,15-9415433,Male,Window A/C Unit,Home Appliances,11.6679943163,299.99,bankcard,,Kenya,,
2024-05-27,23-4583502,Female,Fleece Hoodie,Clothing - Outerwear,1.3926267417,39.99,americanexpress,,Kenya,-0.0998238,
2025-04-30,83-9357536,Female,Pineapple Teriyaki Chicken Mix,Food - Meat,8.4422387238,6.99,,,Kenya,0.3332218,
2024-02-14,65-6190805,Male,Fruit Medley Juice,Food - Beverages,8.5284441696,3.49,bankcard,,Kenya,,
2025-06-04,89-5971316,Female,Garlic Butter Sauce,Food - Condiments,4.7566186342,3.59,instapayment,,Kenya,-1.0706976,
2023-11-11,98-4749428,Male,Pet Training Pads,Pets,12.0376136037,24.99,bankcard,,Kenya,-0.677334,
2023-12-01,44-6206054,Male,Raspberry Tart,Food - Baked Goods,36.4400807271,5.49,bankcard,,Kenya,,
2024-01-28,85-1050395,Female,Rechargeable Electric Toothbrush,Health,10.9087071244,49.99,bankcard,,Kenya,,37.0833753
2023-12-22,38-5053415,Male,Blue Denim Jeans,Clothing - Bottoms,3.0167129257,49.99,instapayment,,Kenya,,36.9785033
2024-09-18,66-0178758,Male,Sea Salt Caramel Popcorn,Food - Snacks,4.9031833386,3.99,mastercard,,Kenya,1.3081095,35.2066038
2023-10-25,19-4857955,Male,Chili Lime Corn Chips,Food - Snacks,14.7175766233,2.79,americanexpress,,Kenya,-4.0434771,
2024-01-28,94-7523173,Female,Garlic Parmesan Roasted Potatoes,Food - Sides,3.3156826174,3.99,instapayment,,Kenya,-0.7171778,36.4310251
2023-12-01,81-3622982,Male,Portable Pet Water Bottle,Pets,0.991617623,18.99,bankcard,,Kenya,-3.5106508,39.9093269
2025-09-05,51-4707851,Male,Bamboo Cutting Board,Kitchen,25.9917231155,22.0,,,Kenya,-0.4532293,
2024-10-09,34-2660595,Male,Dog Car Seat Cover,Pets,14.5169357121,39.99,mastercard,,Kenya,0.490107,
2024-02-25,21-1998037,Female,Frozen Hash Browns,Food - Frozen Foods,0.5389659597,2.99,visa,,Kenya,,34.1810057
2025-07-15,44-9450169,Female,,Food - Dairy,8.8835516613,3.49,visa,,Kenya,-0.582624,
2024-01-30,94-9558887,Male,Peach Slices in Syrup,Food - Canned Goods,5.1845542894,2.59,visa,,Kenya,,39.0528407
2024-08-25,56-5534592,Female,Folding Exercise Bike,Fitness,2.30912641,199.99,americanexpress,,Kenya,,37.9952144
2024-03-05,22-0170186,Male,Wireless Charger,Accessories,3.7317295913,24.99,mastercard,,Kenya,,34.7518631
2024-10-16,13-4470510,Male,Sweet Potato Mash,Food - Frozen Foods,41.8461084958,3.99,,,Kenya,,
2025-02-12,45-2166876,Male,Golf Polo Shirt,Clothing - Tops,2.341257406,39.99,bankcard,,Kenya,,
2024-03-02,00-3881381,Female,Cushion Covers,Home,5.574010112,35.0,bankcard,,Kenya,,39.9093269
2025-03-18,34-7975487,Male,Roasted Red Pepper Hummus,Food - Dips,9.0987149943,3.49,instapayment,,Kenya,,35.0978385
2024-04-21,,Male,Noise-Canceling Headphones,Audio,23.7382484551,119.99,bankcard,,Kenya,-0.272699,
2024-06-15,87-5959114,Male,Buffalo Cauliflower Wings,Food - Frozen Foods,4.3232385871,6.99,mastercard,,Kenya,,36.9433591
2024-11-18,,Male,Beard Grooming Kit,Grooming,4.3065774228,34.99,,,Kenya,-4.1393386,39.3180297
2024-10-31,65-2099938,Male,Electric Heating Pad,Health,5.972435501,20.99,americanexpress,,Kenya,,
2024-03-16,48-3838282,Female,Blue Corn Tortilla Chips,Food - Snacks,16.3039656952,3.49,,,Kenya,0.636206,34.2782765
2024-07-08,18-3824616,Male,Portable Solar Camp Shower,Outdoor,5.8569304908,29.99,americanexpress,,Kenya,,35.6040785
2024-10-31,,Female,Gluten-Free Bread,Food - Bakery,32.0639565504,5.49,mastercard,,Kenya,-0.4532293,
2024-12-23,72-9383312,Male,Beef Chili,Food - Canned Goods,21.4163969014,4.5,americanexpress,,Kenya,-0.5350427,
2024-07-07,01-1938713,Male,Active Racerback Tank,Clothing - Tops,1.6389697425,24.99,americanexpress,,Kenya,,
2024-03-18,74-1729554,Male,Lasagna Noodles,Food - Pasta,41.3336295165,1.89,visa,,Kenya,,
2025-04-18,07-9350845,Male,Honey Lemon Tea,,13.1170742125,3.29,instapayment,,Kenya,,35.2697802
2024-02-22,45-4409004,Female,Compact Umbrella,Accessories,24.9637540392,12.99,visa,,Kenya,-1.3938636,
2023-11-16,70-7425131,Male,Elderberry Syrup,Food - Supplements,7.2764893473,11.99,visa,,Kenya,-2.0980751,36.7819505
2023-12-08,83-8553377,Female,Coconut Curry Lentils,Food - Canned Goods,1.5190606006,5.79,,,Kenya,-2.2695575,40.9006408
2025-03-03,43-4898376,Male,Corn Tortillas,Food - Bakery,21.1136404004,2.49,instapayment,,Kenya,,
2024-04-01,69-6374267,Male,Beef Tacos,Food - Meat,1.1670200367,5.49,bankcard,,Kenya,,
2024-08-19,67-7200561,Male,Chia Seeds,Food - Grains,4.0148731632,6.99,,,Kenya,-3.3973104,
2024-10-16,03-2865775,Male,Portable Air Pump,Outdoor,32.2862394512,19.99,instapayment,,Kenya,0.5142775,35.2697802
2024-07-07,75-6306125,Female,Lentil Vegetable Stew,Food - Canned Soups,4.9901059123,4.49,mastercard,,Kenya,-0.272699,36.3775152
2024-05-12,13-7907027,Male,Insulated Lunch Bag,Kitchen,15.4305960524,24.99,,,Kenya,,
2024-05-04,88-6412319,Female,Herb Garden Planter Box,Garden,60.7967807279,49.99,visa,,Kenya,,36.3775152
2025-01-24,27-8933514,Male,Nut Butter Cups,Food - Snacks,10.3936935273,3.99,visa,,Kenya,0.2827307,
2025-10-08,27-4961289,Male,Pineapple Coconut Bars,Food - Snacks,1.6153858131,3.79,,,Kenya,,
2023-11-07,32-2948166,Male,Organic Apples,Food - Produce,10.289232263,1.89,,,Kenya,,
2025-02-09,71-0953412,Male,Luxury Bath Robe,Clothing,25.8167821924,49.99,mastercard,,Kenya,-3.5106508,
2024-12-29,50-2912511,Female,High-Quality Yoga Block,Fitness,20.7740075242,12.99,mastercard,,Kenya,3.5399846,
2025-03-08,67-6015105,Female,Honey Sesame Cashews,Food - Snacks,5.5741715969,4.49,instapayment,,Kenya,,
2025-07-14,62-6854122,Female,Rustic Wooden Picture Frame,Home,8.4498206591,19.99,visa,,Kenya,,36.9433591
2024-06-27,56-3284099,Male,Digital Bullet Journal,Apps,4.1657238862,24.99,,,Kenya,,
2025-02-22,78-7132581,Male,Glass Water Bottle,,20.827386137,25.99,,,Kenya,,34.7679568
2024-07-12,16-3928591,Female,Feta Cheese Crumbles,Food - Dairy,36.682514077,2.49,instapayment,,Kenya,0.053037,35.729768
2025-06-17,36-5686577,Male,Portable Air Compressor,Automotive,4.7031918034,44.99,americanexpress,,Kenya,-0.1566093,35.1983598
2025-03-25,51-5872631,Female,Kale Salad with Lemon Dressing,Food - Salads,0.9980782153,4.99,,,Kenya,,34.5583766
2024-06-20,84-4822456,Female,Spicy Salsa Verde,Food - Condiments,46.2836779024,3.49,bankcard,,Kenya,,34.1114621
2024-07-11,42-2816570,Female,Electric Can Opener,Kitchen,7.436328727,29.99,,,Kenya,0.0074415,
2024-05-31,76-3352876,Male,,Food - Household,15.2044644108,12.99,mastercard,,Kenya,-3.3973104,38.5559336
2025-05-30,74-0560077,Female,Garden Hoses with Expandable Features,Garden,7.8856963107,34.99,,,Kenya,,36.8219462
2024-02-03,25-4171873,Female,Graphic Print Leggings,Clothing - Activewear,6.7320518543,29.99,bankcard,,Kenya,-0.677334,34.779603
2024-04-26,86-0434586,Female,Linen Trousers,Clothing - Bottoms,17.8017477641,44.99,mastercard,,Kenya,,34.1114621
2024-05-09,20-8368998,Male,Coconut Chia Pudding,Food - Dairy,6.0388433979,3.49,mastercard,,Kenya,0.5142775,35.2697802
2023-11-11,79-4062553,Female,Roasted Red Pepper Dip,Food - Snacks,19.952943945,3.29,,,Kenya,-0.0917016,
2024-08-14,63-2956737,Female,Pepper Jack Cheese Sticks,Food - Snacks,2.5274987295,2.49,instapayment,,Kenya,,34.1114621
