order_date,customer_id,gender,product,category,quantity,unit_price,payment_method,region,country,latitude,longitude
3/30/2025,82-9927439,Male,Watercolor Paint Set,Art Supplies,7.6579085105,19.99,bankcard,Bourgogne,France,,2.5135985
12/25/2021,44-6107799,Female,Indestructible Dog Toy,Pets,13.1778858339,15.99,americanexpress,,,,-48.9605972
7/18/2024,18-3707534,Male,Mini Food Processor,Kitchen,2.2062368062,39.99,instapayment,,China,33.888816,105.82972
2/13/2025,58-1229139,Female,Compact Portable Grill,Outdoor,4.3467578636,79.99,instapayment,,Indonesia,-7.2360801,106.7175669
10/19/2021,80-8517179,Male,Vegetable Curry,Food - Frozen Foods,3.3196344846,5.99,americanexpress,,Nigeria,7.7102381,3.9190062
4/19/2025,95-9920565,Female,Pet First Aid Kit,Pets,39.7252661179,29.99,visa,Östergötland,,58.6527772,16.1834327
11/12/2021,24-9993324,Female,Biodegradable Phone Case,Accessories,20.1530327426,23.99,,,Russia,55.3040194,
4/8/2023,24-9754634,Male,Vanilla Bean Greek Yogurt,Food - Dairy,4.2687614358,1.99,mastercard,Oaxaca,Mexico,,
7/1/2024,92-7510496,Male,Fruit & Nut Trail Mix,Food - Snacks,8.1280729703,4.99,,,Indonesia,-4.6589357,
5/11/2023,95-7709989,Female,Bird Feeder,Outdoor,8.3908116071,24.99,bankcard,,Poland,,21.0597432
11/12/2022,54-3371557,Male,Cherry Almond Protein Bar,Food - Snacks,0.2047139757,1.99,americanexpress,,Russia,,40.0498042
9/12/2023,77-7011186,Male,Teriyaki Sauce,Food - Condiments,6.422516438,2.99,instapayment,,Russia,,31.6739899
3/15/2024,59-2863087,Female,Frozen Edamame,Food - Frozen Foods,17.8921320301,3.29,instapayment,,Ethiopia,12.7867105,39.5433388
5/27/2023,28-9041658,Female,Cranberry Orange Oatmeal,Food - Breakfast,15.861162444,2.49,instapayment,,Brazil,-22.5284121,-43.7334089
1/12/2025,61-4581203,Female,Tabletop Fire Pit,Outdoor,3.861592644,79.99,mastercard,,China,49.2282881,119.7389051
9/6/2021,97-2891737,Male,Carrot Ginger Soup,Food - Soups,46.8974322568,4.29,instapayment,Provence-Alpes-Côte d'Azur,France,,
5/21/2024,33-1486642,Female,Hand Mixer,Kitchen,7.0214403633,29.99,instapayment,,,33.5449468,131.4194175
7/10/2024,69-6046846,Male,Pumpkin Spice Cookies,Food - Bakery,0.3905983265,3.29,bankcard,,Colombia,,-74.291386
11/18/2022,00-1497155,Female,Grilled Veggie Burgers,Food - Meat Alternatives,5.2001427526,6.29,,,China,,108.520914
5/5/2023,26-4146577,Male,Craft Beer Mustard,Food - Condiments,9.6006871193,3.99,,,Ecuador,0.0319573,-78.1507423
3/29/2024,92-2882729,Male,Whole Wheat Bread,Food - Bakery,1.9809760068,2.49,mastercard,Saskatchewan,Canada,52.86673,
3/14/2025,50-5181124,Female,Tea Infuser Bottle,Kitchen,9.3043978978,19.99,,,Colombia,,
3/29/2024,21-8930020,Male,Teriyaki Chicken Wings,Food - Frozen Food,6.4151414591,10.99,mastercard,Nuevo Leon,Mexico,,-100.4490239
11/5/2021,01-0666869,Male,Compact Dishwasher,Home Appliances,11.0581795347,299.99,visa,,Indonesia,-7.618249,110.6630784
10/13/2022,65-7719435,Female,Adjustable Laptop Desk,Office,18.4534596124,59.99,instapayment,,Russia,57.3665832,61.4221758
9/27/2023,,Female,Pumpkin Pancake Mix,Food - Breakfast,26.1025345068,4.19,mastercard,,Russia,54.9562342,20.4747022
12/7/2023,44-6510689,Male,Collapsible Water Bottle,Fitness,35.3407239173,12.99,mastercard,,China,44.772989,127.5932189
1/8/2022,44-6983971,Male,Chocolate Almond Milk,Food - Dairy Alternatives,10.6029472243,2.79,,,China,32.026097,
2/10/2023,98-5965533,Male,Wall-Mounted Spice Rack,Kitchen,2.4575032493,39.99,visa,,China,23.405908,
1/3/2024,50-8227358,Male,Apricot Jam,Food - Condiments,2.0498661318,4.29,americanexpress,,Nicaragua,12.283797,-85.5112879
3/9/2022,33-0739985,Female,Pesto Pasta Sauce,Food - Sauces,3.4868608969,3.99,mastercard,,Peru,,
9/23/2023,03-2056049,Male,Pineapple Chunks (canned),Food - Fruits,11.5075709986,2.29,americanexpress,,Indonesia,-3.7331933,128.1530099
12/17/2023,41-9488347,Male,Organic Coconut Yogurt,Food - Dairy,20.4710799963,4.49,americanexpress,,,1.1016277,33.9303991
3/23/2022,96-5912457,Male,Indoor Plants,Garden,2.3959393363,19.99,americanexpress,,China,,117.120095
4/26/2021,23-2195292,Female,Watering Can with Nozzle,Garden,24.1097231088,19.99,americanexpress,,China,46.844779,125.374569
6/2/2025,73-5151659,Female,Body Wash,Beauty,20.6506539791,12.99,,,Russia,43.1298714,
11/21/2021,71-4895273,Female,Workstation Laptop Stand,Office,6.8996123065,49.99,instapayment,,Poland,50.764362,22.474721
4/2/2025,91-8490425,Female,Trail Mix (Deluxe),Food - Snacks,1.1447884511,4.59,,Rhône-Alpes,France,45.5839189,
4/5/2024,17-4817685,Female,Noise-Canceling Earbuds,Audio,3.3135246208,79.99,mastercard,,Venezuela,9.2217178,-65.9794807
11/10/2022,99-5018944,Female,Vegan Protein Powder,Health,2.7242227426,34.99,americanexpress,,Poland,49.966515,19.177858
3/4/2024,,Female,Apple Juice,Food - Beverages,32.0733720913,3.29,,Provincie Friesland,Netherlands,,
9/11/2022,31-8674187,Female,Peach Slices in Syrup,Food - Canned Goods,8.8881932018,2.59,mastercard,,Argentina,-26.7277949,-65.2739038
6/19/2024,11-8045452,Male,Greek Yogurt Parfait,Food - Dairy,17.1408581363,4.49,americanexpress,,Israel,31.919928,35.036911
3/2/2021,34-4750767,Male,Mini Electric Kettle,Kitchen,21.4869393716,29.99,instapayment,,Russia,61.9639779,129.9131287
11/6/2023,38-1465265,Female,Fleece Lined Leggings,Clothing,12.5638595458,29.99,visa,,Russia,,
1/26/2022,53-9014386,Female,Mini Food Processor,Kitchen,2.6065874833,39.99,bankcard,,China,,
10/19/2022,69-4838879,Female,Pineapple Salsa,Food - Condiments,10.6056165161,4.29,bankcard,,Brazil,-22.8590499,-43.4056016
4/25/2023,38-7739200,Male,Self-Stirring Mug,Kitchen,6.9498698825,19.99,americanexpress,Örebro,,59.2711605,15.1823423
4/4/2023,60-6558832,Male,Apple Cinnamon Oatmeal,Food - Breakfast,9.0217292394,2.89,instapayment,,Ukraine,,33.8723511
5/23/2021,43-8798272,Female,Pasta (Linguine),Food - Pasta,7.3501474952,1.89,instapayment,,Indonesia,,112.39108
9/12/2025,32-2495797,Male,Lemon Herb Quinoa,Food - Grains,4.6201326463,3.49,mastercard,Budapest,Hungary,47.4997688,19.0731949
9/28/2022,06-5222554,Female,Smoked Gouda Cheese,Food - Dairy,31.7722721392,5.49,mastercard,,Israel,,34.929741
9/11/2021,,Male,,Pets,11.1400085743,19.99,,,Poland,53.5862715,16.3876584
2/26/2024,82-0627601,Male,Garden Hose Reel,Garden,3.7961285777,49.99,bankcard,,Jamaica,18.3051999,
11/27/2023,07-2557610,Male,Lightweight Workout Tank,Clothing - Activewear,13.0617309846,29.99,,,Indonesia,-10.1670956,
12/8/2024,97-5810382,Female,Kale and Quinoa Salad,Food - Salads,1.4335134187,6.49,visa,,Russia,,38.0596975
9/18/2021,26-7513378,Female,Smart Light Bulbs,Smart Home,4.5645259524,34.99,visa,,China,,116.176742
3/2/2022,77-4306710,Male,Granulated Sugar,Food - Baking,12.9316416923,2.49,bankcard,,China,28.0154753,
2/23/2022,95-5403387,Male,Frozen Cauliflower Rice,,1.2105899447,2.99,bankcard,,China,38.235041,115.726317
9/26/2024,52-8811925,Female,Cold Brew Coffee Maker,Kitchen,0.8501738593,34.99,instapayment,,Indonesia,,124.742
10/1/2024,14-2242301,Male,Slingback Sandals,Clothing - Footwear,8.7655397615,29.99,instapayment,,Japan,,128.07496
2/17/2025,81-4771471,Male,Maple Almond Yogurt,Food - Dairy,4.2119136139,1.89,instapayment,,China,,
10/5/2022,,Female,BBQ Sauce,Food - Condiments,1.5901396102,3.49,bankcard,,Panama,8.606157,
5/23/2023,68-5978957,Female,Wall-Mounted Bookshelf,Home,16.1930641614,39.99,visa,Aquitaine,France,43.2916776,-0.3696612
4/20/2022,52-7834751,Male,Dill Pickle Chips,Food - Condiments,4.7492731333,2.29,visa,Provincie Flevoland,,52.3582468,
6/27/2025,87-0979190,Male,Pet Training Pads,Pets,31.0095512571,24.99,visa,,Indonesia,-7.3808411,
6/14/2022,04-6259579,Male,Smart Doorbell,Smart Home,1.1438281707,119.99,mastercard,,China,,
9/25/2021,32-1830949,Male,Wall-Mounted Bookshelf,Home,5.1766393497,39.99,instapayment,Newfoundland and Labrador,Canada,48.64989,-53.11474
11/16/2021,23-4490839,Female,Vegan Taco Seasoning,Food - Spices,4.6005140031,2.49,americanexpress,Pays de la Loire,,,-1.4517985
12/9/2023,05-7615510,Female,Canvas Wall Art,Home,8.9830326952,39.99,bankcard,Colorado,United States,39.7446895,
5/9/2025,17-6120863,Female,Chocolate Chip Cliff Bars,Food - Snacks,13.6062814345,2.49,,Manitoba,,49.23062,-100.05586
12/10/2021,64-0163840,Male,Yoga Mat Carrier,Fitness,36.8054338978,12.99,americanexpress,,China,38.627867,114.506303
9/26/2023,,Female,Herbal Tea Sampler Box,Food,10.5335230141,29.99,visa,,Poland,,19.893249
1/26/2022,56-0046371,Male,Portable Hammock,Outdoor,2.2051539078,27.99,visa,,China,24.370937,
2/18/2021,77-9150961,Female,Chocolate Mint Cookies,Food - Baking,10.9923512909,2.29,visa,Porto,Portugal,41.3366888,-8.555735
8/7/2021,07-6659321,Female,Adjustable Skipping Rope,Fitness,4.7076329479,12.99,visa,,China,53.3004898,-6.2634596
10/24/2021,35-2131099,Female,Digital Photo Frame,Home,2.7451457457,79.99,americanexpress,,China,39.9317949,
7/15/2025,14-5036768,Female,Classic Chicken Noodle Soup,Food - Canned Goods,3.4508794529,3.49,mastercard,,Botswana,-24.7762704,25.4141193
4/15/2025,66-3587546,Female,Lemon Herb Quinoa,Food - Grains,5.0048457334,3.49,americanexpress,,,40.6379848,44.2249621
1/31/2024,89-9161403,Female,Smart Fitness Scale,Fitness,24.431927205,49.99,,Braga,Portugal,41.430751,-8.6435589
5/18/2025,81-9659017,Female,Herbal Tea Set,Food,6.1788365173,19.99,mastercard,,Indonesia,-8.1338509,113.790057
10/25/2021,04-8957795,Female,Red Lentils,Food - Grains,1.6986845468,1.99,bankcard,,Russia,55.0285129,82.9202027
11/24/2021,52-0716754,Female,Water Bottle,Fitness,3.3923602988,18.99,visa,,Bangladesh,23.46188,91.186911
5/1/2023,82-1204964,Female,Grass Fed Beef Patties,Food - Meat,7.0594817568,9.99,americanexpress,Île-de-France,France,48.8348801,2.5070548
1/21/2024,07-6640985,Female,Bluetooth Sleep Headphones,Audio,1.7556516508,29.99,mastercard,,,28.168408,
5/30/2024,38-6475724,Female,Rice Pilaf Mix,Food - Grains,3.5417347173,2.59,,,Brazil,,-36.2847751
1/24/2021,94-2271937,Male,Bike Helmet,Bicycles,2.3635539106,34.99,instapayment,,Chile,-30.604304,-71.1969882
10/28/2022,75-7262533,Female,Smart Home Hub,Smart Home,8.1001276645,99.99,americanexpress,,Ethiopia,7.92772,
11/23/2021,09-6087899,Female,Vegan Mac & Cheese,Food - Frozen,6.7413092936,8.99,,Jönköping,Sweden,,13.9788932
12/28/2022,09-3349370,Male,Barbecue Chicken Pizza,Food - Frozen Foods,15.1288722163,8.99,americanexpress,,Azerbaijan,40.3698651,
1/24/2021,62-4944691,Female,,Clothing - Footwear,32.6449083907,39.99,instapayment,,Indonesia,-6.4048381,106.0140586
2/10/2023,39-8438462,Female,Electric Pressure Cooker,Kitchen,5.8157925385,89.99,americanexpress,,Morocco,,
6/1/2021,94-4852305,Male,Hand Crank Blender,Kitchen,0.6754104618,18.99,mastercard,,Russia,60.9847449,
7/3/2021,09-8190495,Female,Lentils,Food - Grains,8.1637783261,2.99,mastercard,,China,22.781631,108.273158
12/4/2023,96-9302776,Female,First Aid Kit,Health,30.0281737058,29.99,americanexpress,,Philippines,14.6074523,121.1136216
1/4/2024,34-9521626,Male,Tailored Dress Pants,Clothing - Bottoms,2.5111869722,79.99,visa,,Peru,-11.2648012,-75.6491753
11/14/2023,80-5006389,Female,Coconut Granola,Food - Snacks,13.633580036,4.19,mastercard,British Columbia,Canada,49.0253085,-122.802962
4/20/2022,11-3664234,Female,Oven-Baked Sweet Potato Fries,Food - Frozen Foods,6.9238640353,3.99,americanexpress,,Central African Republic,6.5060695,18.2763069
9/21/2024,88-1385572,Male,Jasmine Rice,Food - Grains,10.8865972522,2.39,instapayment,,China,,119.007777
4/10/2022,29-0262742,Female,Hiking Gaiters,Outdoor,22.5888952413,29.99,americanexpress,,Russia,,
8/16/2021,66-1645708,Male,Asian Stir-Fry Kit,Food - Frozen Meals,3.4438502524,5.49,,,China,32.874735,117.531622
3/11/2024,63-2236623,Male,Manual Coffee Grinder,Kitchen,7.2706289563,22.99,,,Indonesia,-0.3680664,116.8439147
11/13/2023,70-1910615,Male,LED Strip Lights Kit,Home,17.0429043825,29.99,visa,,,,
7/30/2023,76-5925800,Female,Asian Stir-Fry Vegetables,Food - Frozen Foods,8.2656255146,2.99,bankcard,,China,,118.844538
1/14/2023,10-7598310,Male,Sliced Avocado,Food - Produce,1.1254263255,2.79,,,China,39.562646,
2/3/2021,,Male,Spicy Roasted Nuts,Food - Snacks,43.8247860593,4.99,instapayment,,Indonesia,-6.766187,
2/2/2023,27-0564495,Male,Art Supplies Organizer,Art Supplies,1.0315266998,18.99,visa,,China,40.1598524,
4/29/2021,64-6098660,Female,Interchangeable Watch Bands,Accessories,16.9885731703,24.99,mastercard,,China,31.267134,120.7062535
7/3/2022,81-7705145,Male,Brown Rice,Food - Grains,3.9947427605,1.79,instapayment,,Bangladesh,25.9755686,89.6367458
3/24/2022,40-0241179,Male,Kitchen Knife Sharpening System,Kitchen,7.4321871031,39.99,visa,,Philippines,16.5653818,
4/27/2025,85-8099379,Male,Kitchen Knife Sharpening System,Kitchen,12.9044162259,39.99,americanexpress,,Uruguay,-34.3583236,-57.0479481
10/8/2023,99-9015771,Male,Ethical Wool Scarf,Clothing - Accessories,5.6568004449,29.99,mastercard,Rhône-Alpes,France,45.3875142,
4/11/2025,03-7798931,Male,Bamboo Utensil Holder,Kitchen,8.294431186,14.99,mastercard,,Poland,49.880883,
5/24/2024,59-9395867,Male,Portable Air Purifier,Health,15.138902221,69.99,americanexpress,Bretagne,France,47.666899,
2/10/2025,22-0490424,Female,LED Desk Lamp,Home,9.5658046051,35.0,visa,,Russia,59.927607,32.296821
3/7/2023,,Female,Suede Ankle Booties,Clothing - Footwear,7.6833271768,79.99,instapayment,,Poland,51.562843,21.6191399
9/18/2025,93-1467803,Female,High-Speed HDMI Cable,Electronics,11.6472677561,12.99,mastercard,,Russia,57.131667,60.146389
4/22/2025,78-2149630,Female,Chopping Board,Kitchen,2.1164257044,29.99,visa,,Croatia,45.8987972,16.8423093
7/16/2021,89-4215462,Male,Vegetarian Chili,Food - Canned Goods,21.7602864904,3.99,americanexpress,Champagne-Ardenne,France,49.2937975,
7/6/2025,49-0181193,Female,Eco-Friendly Disposable Plates,Kitchen,0.1949290648,22.99,bankcard,,Brazil,-13.2513786,-43.4112394
4/18/2023,85-4393124,Male,Adjustable Height Standing Desk Converter,Office,6.4882189111,89.99,instapayment,,China,,123.088238
9/15/2025,28-4846062,Female,Frozen Acai Bowl,Food - Frozen Foods,1.8326379304,6.49,mastercard,,Philippines,,122.5747412
11/22/2021,29-6159835,Male,Sweet Potato & Kale Hash,Food - Prepared Foods,39.1125347662,5.49,bankcard,Guanajuato,Mexico,25.7572143,-102.9838564
3/23/2025,01-2148111,Male,Tropical Fruit Bowl,Food - Snacks,8.2073926042,4.99,mastercard,Värmland,Sweden,59.3720912,13.5143586
10/27/2021,56-1816898,Male,Pepper Jack Cheese Slices,Food - Dairy,16.1110886213,3.49,instapayment,,China,31.827364,
11/6/2024,73-2203834,Male,Streaming Device,Electronics,9.2612761248,49.99,bankcard,,China,,120.467343
2/9/2023,72-9495371,Male,Lemon Herb Chicken,Food - Meat,10.8877781081,7.49,americanexpress,,China,,90.5
8/28/2023,92-0007287,Male,Stainless Steel Cutlery Set,Kitchen,15.7946078687,29.99,americanexpress,,,,106.658065
1/5/2025,04-1504863,Female,LED Strip Lights Kit,Home,7.9143484893,29.99,bankcard,,China,37.651814,103.173222
9/21/2023,18-3632034,Female,Pepper Jack Cheese Sticks,Food - Snacks,2.2460650264,2.49,,Stockholm,Sweden,59.4744985,
1/1/2023,,Female,Chilli Lime Corn on the Cob,Food - Vegetable,0.4846975452,1.99,instapayment,,Georgia,,42.7085996
8/14/2022,99-8427253,Female,Tandoori Chicken Skewers,Food - Meat,13.4796579446,7.99,bankcard,,Poland,,
3/14/2021,56-3984081,Female,Adjustable Kneeling Pad,Garden,1.7689997225,18.99,instapayment,,Indonesia,-0.4589199,100.5099262
11/2/2023,42-3084641,Male,Chino Shorts,Clothing - Bottoms,14.9130221428,34.99,instapayment,,Philippines,9.2214675,122.8845373
8/9/2022,55-5842270,Female,Brazil Nuts,Food - Nuts,9.0218339224,10.99,,,Indonesia,,123.4767
3/22/2024,84-6404914,Female,Portable Dog Water Bottle,Pets,13.8420435138,18.99,bankcard,Saarland,Germany,49.2088164,
12/10/2023,54-6238300,Female,Pet Waterer with Filtration,Pets,9.7024874423,39.99,americanexpress,,Madagascar,-22.3539973,
1/26/2022,52-4503540,Male,Smart Fitness Scale,Fitness,26.4697815195,49.99,americanexpress,,Mayotte,-12.8255986,45.1149977
8/2/2024,48-1170693,Female,Jalapeño Cornbread,Food - Bakery,13.6647875594,3.29,,,Indonesia,,112.2264794
11/20/2022,93-3515731,Male,Laptop Backpack,Accessories,39.4805897306,69.99,visa,,Argentina,-31.6577222,-60.7829517
5/8/2025,27-4625268,Male,Smoky BBQ Jackfruit,Food - Grocery,2.18555219,4.99,visa,,Armenia,,44.7723968
10/28/2023,81-2749658,Male,Personal Blender,Kitchen,2.3344469828,39.99,mastercard,,Afghanistan,37.1228583,69.1581192
12/7/2024,46-9023432,Female,Plaid Flannel Shirt,Clothing - Tops,29.7689456702,29.99,americanexpress,,Poland,50.1082363,18.4301703
5/16/2022,28-0045955,Female,Chilli Lime Corn on the Cob,Food - Vegetable,0.4340510457,1.99,,,Bosnia and Herzegovina,,18.5711013
7/28/2023,46-0654668,Female,Mini Food Processor,Kitchen,3.3820531088,39.99,instapayment,,Russia,55.7908866,
9/12/2025,20-0460361,Male,Dark Chocolate Covered Raisins,Food - Snacks,0.2561568705,3.99,visa,,Albania,40.96778,19.82111
5/29/2022,70-7736462,Female,Coconut Almond Granola,,20.6449112223,4.99,visa,Florida,United States,,-82.4290869
1/6/2022,14-7112232,Male,Avocados,Food - Produce,1.9566433589,1.5,instapayment,,Philippines,8.529106,123.74979
8/5/2024,66-4745811,Male,Portable Solar Path Lights,Outdoor,30.4588786967,39.99,bankcard,,Maldives,,73.434227
7/5/2024,35-5646837,Male,Smart Fitness Scale,Fitness,30.3534414987,49.99,visa,,China,27.775323,108.796556
1/28/2021,11-8117948,Female,Compact Digital Camera,Photography,2.8142693999,249.99,instapayment,Västmanland,Sweden,59.6027686,16.5250369
8/8/2022,37-6982196,Female,Self-Watering Planters,Garden,2.8902985469,49.99,bankcard,,Russia,51.6455621,117.5825811
3/29/2024,30-1850088,Male,Hydration Backpack,Outdoor,2.106979264,39.99,americanexpress,,,,
9/14/2021,58-9964654,Female,Peach Preserves,Food - Condiments,0.0669458232,3.79,visa,,Russia,48.103358,135.672144
3/6/2024,07-4600265,Male,Portable Air Compressor,Automotive,7.9231049023,44.99,instapayment,,Thailand,17.1782591,
7/30/2024,95-5152253,Female,,Food - Baking,6.2280715258,5.99,bankcard,,Mauritania,20.5072923,-13.052978
4/3/2021,77-4683708,Female,Outdoor Sports Backpack,Outdoor,42.9489446971,49.99,,,Albania,,19.93528
1/23/2023,59-1976541,Female,Smartphone Photography Tripod,Electronics,10.8693567656,29.99,,,Ukraine,48.6632704,33.0967875
9/3/2024,40-0445993,Female,Maple Chipotle Glaze,Food - Condiments,2.0952332596,3.49,bankcard,,Peru,-17.1679082,-71.794868
5/25/2023,56-9130768,Male,Fitness Jump Rope,Fitness,12.5438636151,15.99,visa,,Philippines,10.6797099,
11/23/2024,05-0791607,Female,Herb Seasoned Rice,Food - Sides,0.5213964379,2.99,bankcard,,China,26.497765,101.738528
4/2/2024,14-5688419,Male,Roasted Garlic Pasta Sauce,Food - Sauces,2.0693042295,4.99,visa,,Russia,,72.6937323
5/16/2022,99-2812553,Female,Pumpkin Seeds,Food - Snacks,5.2245691857,2.79,bankcard,,,,
11/20/2021,44-9522741,Female,Hibiscus Herbal Tea,Food - Beverages,5.1062745489,3.29,visa,,Sudan,14.2025174,24.6638251
4/13/2023,36-7001661,Female,Mango Chilli Sauce,Food - Condiments,4.3247239826,3.99,bankcard,,Ukraine,48.7359203,
1/18/2023,91-7544592,Male,,Home Appliances,1.1788759232,299.99,instapayment,,,29.265836,103.552514
6/30/2025,08-6690797,Female,Faux Leather Leggings,Clothing - Pants,16.973016401,49.99,mastercard,,China,,104.406708
3/26/2022,23-2603828,Female,Marinara Sauce,Food - Condiments,24.4018992904,3.49,,Dalarna,Sweden,,
9/3/2021,78-8434309,Female,Compressed Towel Tablets,,25.6785227542,12.99,instapayment,,Russia,,37.1619979
12/15/2021,80-4591626,Female,Casual Sneakers,Clothing - Footwear,2.8228360624,39.99,bankcard,,Brazil,,-42.5480125
10/11/2021,26-7340724,Male,Chic Jumpsuit,Clothing - Jumpsuits,24.8083106962,89.99,instapayment,Lisboa,Portugal,38.7638314,-9.3180715
4/18/2024,50-3317007,Female,Collapsible Water Bottle,Fitness,3.0948187002,12.99,mastercard,,Bosnia and Herzegovina,43.7764262,
11/18/2021,44-1703247,Male,Bluetooth Sleep Headphones,Audio,6.4665637139,29.99,instapayment,,Jamaica,18.2899888,-77.9530942
1/13/2024,73-9202535,Female,Coconut Curry Chicken,Food - Frozen Foods,1.9048795495,9.99,americanexpress,Nordrhein-Westfalen,Germany,,6.9331365
5/8/2024,47-9832580,Female,Children's Backpack,Accessories,9.9769503151,29.99,bankcard,Virginia,United States,,
1/19/2022,41-8460212,Male,Lentil Vegetable Stew,Food - Canned Soups,6.5182818142,4.49,bankcard,,,-27.78905,
5/22/2022,64-1280057,Female,Waterproof Rain Boots,Clothing - Footwear,4.7814698116,69.99,mastercard,,Tanzania,-10.3931514,39.1361568
10/18/2024,90-5120724,Female,Slim Fit Chinos,Clothing - Pants,4.4968413617,54.99,instapayment,,Poland,52.1598029,22.0590694
9/15/2021,06-4119693,Female,Organic Cucumber,Food - Vegetables,1.3174164617,1.29,visa,,China,,108.631718
10/22/2025,93-2440962,Female,Creamy Ranch Dressing,Food - Dressings,25.4186468277,2.49,americanexpress,,Afghanistan,31.80347,66.32376
7/5/2025,70-3722848,Male,Ceramic Non-Stick Frying Pan,Kitchen,41.536064979,39.99,,,China,,
1/29/2023,97-7151520,Female,Memory Foam Mattress Pad,Home,0.9695058869,69.99,americanexpress,,,52.3506,31.1121
12/31/2023,17-8299495,Male,,Food - Dairy,9.1232989439,3.99,americanexpress,New York,United States,,-78.8724715
10/15/2022,14-2202146,Male,Quinoa & Black Bean Salad,Food - Salads,22.9148574834,7.49,mastercard,,Uzbekistan,41.1213095,
11/13/2023,75-6106996,Male,Pasta (Linguine),Food - Pasta,1.9243098276,1.89,bankcard,,China,31.793861,117.309522
2/26/2023,48-2954165,Male,Cinnamon Rolls,Food - Bakery,3.3351476011,4.49,instapayment,,Russia,51.2235476,
1/25/2023,82-3979277,Male,Wildflower Honey,Food - Condiments,7.040875992,4.99,instapayment,Alberta,Canada,53.3524256,-113.4153735
