country,category,revenue
Austria,Food - Bakery,17.381425879284
Austria,Health,1182.759022199526
Austria,Kitchen,124.901643805301
Azerbaijan,Baby,47.043218862828
Azerbaijan,Beauty,144.82905238499998
Azerbaijan,Electronics,4952.183347173083
Azerbaijan,Food - Beverages,302.511849514175
Azerbaijan,Food - Breakfast,31.400537446546004
Azerbaijan,Food - Dairy Alternatives,10.534029850368
Azerbaijan,Food - Frozen Foods,210.56762519525103
Azerbaijan,Food - Fruits,27.186915379509
Azerbaijan,Food - Produce,192.82354492163103
Azerbaijan,Food - Vegetables,7.642751722977001
Azerbaijan,Home,1039.741270851791
Azerbaijan,Outdoor,23.897406105812
Azerbaijan,Photography,382.8539894059189
Azerbaijan,Travel,455.723717608291
Bahamas,Clothing - Outerwear,237.186001004463
Bahamas,Clothing - Tops,237.486791015425
Bahamas,Food - Condiments,10.297658424820002
Bahamas,Food - Dairy,4.169707752862
Bahamas,Food - Snacks,8.339357244595
Bahamas,Toys,384.99366520306603
Bahrain,Clothing - Outerwear,575.743545325229
Bahrain,Food - Condiments,30.437182273603003
Bahrain,Food - Frozen Foods,127.63973040727001
Bangladesh,Accessories,376.705712437593
Bangladesh,Audio,311.573193113921
Bangladesh,Clothing - Jumpsuits,170.57348399695502
Bangladesh,Clothing - Outerwear,170.90916052405098
Bangladesh,Fitness,64.42092207421199
Bangladesh,Food - Bakery,21.894660489541
Bangladesh,Food - Canned Goods,8.984922055264
Bangladesh,Food - Condiments,43.822677808313
Bangladesh,Food - Dairy,2.2405794377399997
Bangladesh,Food - Grains,7.150589541295
Bangladesh,Food - Meat,107.19007310827101
Bangladesh,Food - Snacks,137.896115018895
Bangladesh,Footwear,331.065768133434
Bangladesh,Health,118.519730020235
Bangladesh,Home,1511.5117935654798
Bangladesh,Outdoor,174.458856219006
Barbados,Food - Condiments,37.244282335733004
Barbados,Food - Frozen Desserts,23.181103700512
Belarus,Accessories,793.4273807211449
Belarus,Clothing - Bottoms,237.95192007021603
Belarus,Clothing - Dresses,264.342575781963
Belarus,Clothing - Tops,156.35626073771
Belarus,Electronics,115.60382156956202
Belarus,Fitness,553.275756903162
Belarus,Food - Baking,60.91668753449499
Belarus,Food - Beverages,3.6048367310920004
Belarus,Food - Canned Goods,4.156846739802
Belarus,Food - Dairy,13.348101667761
Belarus,Food - Grains,41.432625578046
Belarus,Food - Meat,65.294099013528
Belarus,Food - Pasta,75.42110693137901
Belarus,Food - Prepared Foods,20.028407728907002
Belarus,Food - Snacks,70.757613688727
Belarus,Food - Spreads,72.882795782302
Belarus,Garden,184.35611941874302
Belarus,Home,984.157598281165
Belarus,Home Improvement,142.131073458222
Belarus,Kitchen,245.27227383033
Belarus,Office,189.37955890396802
Belarus,Toys,358.79125477396906
Belarus,Travel,328.03731466662
Belgium,Food - Condiments,5.681589765453
Benin,Food - Bakery,41.488626909247
Benin,Food - Condiments,123.493249838754
Benin,Food - Frozen Vegetables,56.52818742427
Benin,Food - Meat,38.407282795617995
Benin,Food - Sauces,0.507147563931
Bermuda,Pets,130.288094249908
Bhutan,Food - Condiments,10.326875397251
Bhutan,Food - Sauces,0.369824473291
Bhutan,Home,42.52126006343801
Bolivia,Accessories,226.780379669888
Bolivia,Fitness,399.325217935209
Bolivia,Food - Baking,86.97989706248701
Bolivia,Food - Beverages,96.950734400856
Bolivia,Food - Cereals,20.03402193601
Bolivia,Food - Meat,50.358693841425
Bolivia,Food - Snacks,644.870055578336
Bolivia,Home,109.11873145860602
Bolivia,Outdoor,339.109811851548
Bosnia and Herzegovina,Audio,89.38127183413401
Bosnia and Herzegovina,Beauty,28.790945653051995
Bosnia and Herzegovina,Clothing,2.3093404345210002
Bosnia and Herzegovina,Electronics,766.5794406806341
Bosnia and Herzegovina,Fitness,1658.21268237472
Bosnia and Herzegovina,Food - Baked Goods,57.37095934281
Bosnia and Herzegovina,Food - Condiments,87.94671252922801
Bosnia and Herzegovina,Food - Cooking Essentials,6.531198764586001
Bosnia and Herzegovina,Food - Freezer,104.76995378183501
Bosnia and Herzegovina,Food - Frozen,6.965741747907001
Bosnia and Herzegovina,Food - Pasta,7.90710587779
Bosnia and Herzegovina,Food - Snacks,84.318758089586
Bosnia and Herzegovina,Food - Spices,76.538098657109
Bosnia and Herzegovina,Food - Vegetable,0.863761580943
Bosnia and Herzegovina,Garden,246.255089110004
Bosnia and Herzegovina,Home,147.680793149931
Bosnia and Herzegovina,Kitchen,828.8614555550889
Bosnia and Herzegovina,Office,50.187794711355004
Bosnia and Herzegovina,Pets,42.273833668332
Bosnia and Herzegovina,Tools,365.518523951553
Bosnia and Herzegovina,Toys,290.24987476471404
Botswana,Clothing - Jumpsuits,423.506877264243
Botswana,Fitness,250.850748469269
Botswana,Food - Bakery,93.06170463779499
Botswana,Food - Beverages,93.30982073802299
Botswana,Food - Canned Goods,12.043569290621
Botswana,Food - Condiments,114.55362848977701
Botswana,Food - Snacks,24.3500558875
Botswana,Food - Soups,34.77575604537
Botswana,Garden,31.89894351954
Botswana,Pets,21.146932043817998
Brazil,Accessories,2364.069347750918
Brazil,Art Supplies,385.158940096371
Brazil,Audio,137.295029089869
Brazil,Automotive,498.25346570798604
Brazil,Beauty,363.00788228149
Brazil,Clothing - Accessories,97.433003364225
Brazil,Clothing - Bottoms,187.71263395577103
Brazil,Clothing - Footwear,1922.360514593699
Brazil,Clothing - Outerwear,368.070033950625
Brazil,Clothing - Shirts,207.880943654368
Brazil,Clothing - Shoes,331.371044061552
Brazil,Clothing - Tops,1032.581045683206
Brazil,Electronics,3719.543904901605
Brazil,Fitness,4654.431891309342
Brazil,Food,477.66711017320995
Brazil,Food - Baked Goods,32.391433371267
Brazil,Food - Bakery,381.49096055718
Brazil,Food - Baking,275.82394303479305
Brazil,Food - Baking Goods,54.058650341598
Brazil,Food - Beverages,286.977055118797
Brazil,Food - Breakfast,168.315833580484
Brazil,Food - Breakfast Foods,107.65549206587701
Brazil,Food - Canned Goods,12.327271836582
Brazil,Food - Cereal,127.04017216229201
Brazil,Food - Condiments,340.177245326022
Brazil,Food - Cooking Kits,31.446473884164
Brazil,Food - Dairy,209.23417448073204
Brazil,Food - Deli,99.922889204208
Brazil,Food - Desserts,39.003899347239
Brazil,Food - Frozen Desserts,213.578100522005
Brazil,Food - Frozen Food,10.512878843797
Brazil,Food - Frozen Foods,225.092045759615
Brazil,Food - Grains,92.198477939788
Brazil,Food - Jams & Jellies,37.917607822859
Brazil,Food - Marinades,13.417284434582
Brazil,Food - Meal Kits,207.23705970211603
Brazil,Food - Meat,429.629870997186
Brazil,Food - Meats,33.263422374336
Brazil,Food - Nuts,129.141690169044
Brazil,Food - Oils & Vinegars,94.77331357501
Brazil,Food - Pasta,42.180023362364004
Brazil,Food - Prepared Meals,3.527824862197
Brazil,Food - Produce,62.222813238848005
Brazil,Food - Salads,158.575309921875
Brazil,Food - Sauces,285.719176605748
Brazil,Food - Snacks,1131.114496567649
Brazil,Food - Soups,117.281315041235
Brazil,Food - Spices,204.038698141039
Brazil,Food - Spreads,39.671407247996
Brazil,Food - Vegetable,15.460314681674001
Brazil,Food - Vegetables,1.024537177373
Brazil,Gaming,781.1301501478409
Brazil,Garden,3438.604041400762
Brazil,Health,232.484178616061
Brazil,Home,4463.499636404191
Brazil,Home Appliances,12662.488380371778
Brazil,Kitchen,5031.082854509968
Brazil,Music,3799.201662198411
Brazil,Office,5985.650842444066
Brazil,Outdoor,16225.32935578049
Brazil,Pets,3158.514848667429
Brazil,Photography,2989.1010718820576
Brazil,Safety,113.286125071765
Brazil,Smart Home,3102.6318584383284
Brazil,Tools,1946.563617476721
Brazil,Toys,2427.389334638092
Brazil,Travel,731.311193132644
Brunei,Audio,980.4594726223711
Brunei,Home,271.955191138287
Bulgaria,Accessories,124.73567571628699
Bulgaria,Audio,4371.60347370325
Bulgaria,Clothing - Activewear,206.920961028086
Bulgaria,Electronics,778.7164712632
Bulgaria,Fitness,208.505915134338
Bulgaria,Food - Baking,210.012368784426
Bulgaria,Food - Canned Goods,45.74168709933
Bulgaria,Food - Condiments,38.441283434404
Bulgaria,Food - Dairy,27.964297701743
Bulgaria,Food - Dairy Alternatives,1.102325548237
Bulgaria,Food - Frozen,43.245670063658004
Bulgaria,Food - Frozen Foods,11.761491154413001
Bulgaria,Food - Grains,212.009281251669
Bulgaria,Food - Meat,109.656744906702
Bulgaria,Food - Seafood,228.58924054297802
Bulgaria,Food - Snacks,13.226720649312002
Bulgaria,Garden,19.204749655209
Bulgaria,Home,133.500163114166
Bulgaria,Office,135.58567657345
Bulgaria,Outdoor,1016.161800398573
Bulgaria,Pets,350.453681350661
Bulgaria,Travel,147.287751025229
Burkina Faso,Art Supplies,464.494900230831
Burkina Faso,Food - Produce,17.5820698677
Burkina Faso,Health,123.84817638217099
Burkina Faso,Photography,240.467771660033
Burundi,Food - Pasta,0.767857675563
Cambodia,Crafts,72.38517596896901
Cambodia,Food - Snacks,153.776183551025
Cambodia,Food - Vegetables,65.610512547918
Cambodia,Home,133.611388055433
Cambodia,Kitchen,236.710858873221
Cameroon,Food - Beverages,3.304934693775
Cameroon,Food - Condiments,11.833417506619
Cameroon,Food - Frozen Meals,32.144643062808
Cameroon,Food - Prepared Foods,4.405416575543001
Cameroon,Food - Salads,14.395037747962
Cameroon,Food - Snacks,123.91311402628301
Cameroon,Food - Soups,23.726275251790003
Cameroon,Kitchen,2674.853105087071
Cameroon,Music,18.262264897700998
Cameroon,Outdoor,510.41834247407104
Cameroon,Pets,69.788017674795
Canada,Accessories,994.937725945373
Canada,Automotive,508.28604330583
Canada,Clothing - Activewear,1700.5119598614601
Canada,Clothing - Shirts,321.05139620887303
Canada,Clothing - Tops,84.32739149985599
Canada,Crafts,74.577409977499
Canada,Fitness,353.141595530279
Canada,Food - Bakery,40.994033669358004
Canada,Food - Baking,48.901419579844
Canada,Food - Baking Goods,37.427990974959
Canada,Food - Beverages,31.7086363338
Canada,Food - Canned Goods,2.033807897368
Canada,Food - Condiments,496.70735555578403
Canada,Food - Dairy,214.77312716479202
Canada,Food - Dips,15.903559334778002
Canada,Food - Frozen Food,82.527800777611
Canada,Food - Frozen Foods,69.52652827312201
Canada,Food - Frozen Vegetables,24.74482301993
Canada,Food - Grab-and-Go,65.93253218907601
Canada,Food - Grains,36.72671645308901
Canada,Food - Household,162.018325740927
Canada,Food - Meat,90.98575130972101
Canada,Food - Meat Substitutes,98.004339468861
Canada,Food - Nuts,46.618125347652
Canada,Food - Pasta,11.08950600786
Canada,Food - Prepared Meals,170.93639973872402
Canada,Food - Produce,19.427387174172
Canada,Food - Salads,93.07576630073501
Canada,Food - Snacks,339.327414910656
Canada,Food - Soups,8.707795145063
Canada,Gaming,480.08745365161803
Canada,Garden,1229.0910276332452
Canada,Health,130.701666451012
Canada,Home,270.413506185147
Canada,Home Appliances,2001.993576706265
Canada,Kitchen,308.804186812845
Canada,Office,1005.61261802154
Canada,Outdoor,3313.00634718759
Canada,Pets,366.466627930347
Canada,Photography,318.485864734335
Canada,Safety,1018.518880369053
Canada,Toys,12.142733952063
Cape Verde,Food - Condiments,13.988596190641001
Central African Republic,Food - Condiments,55.312513458778
Central African Republic,Food - Frozen Foods,38.974645973718005
Central African Republic,Food - Vegetable,13.449993388724
Central African Republic,Kitchen,96.090364201291
Chad,Crafts,2.9400882979159997
Chad,Food - Condiments,17.18397006984
Chad,Food - Pasta,1.9028697249450002
Chad,Home,196.256630564932
Chad,Kitchen,739.8801821392631
Chad,Smart Home,112.084183998937
Chile,Art Supplies,444.05426053607
Chile,Audio,77.718006643314
Chile,Bicycles,82.700751331894
Chile,Food - Bakery,111.942650367328
Chile,Food - Cereals,35.098019575047
Chile,Food - Condiments,33.680612423371
Chile,Food - Cooking Essentials,13.636112414328002
Chile,Food - Meat,3.930445043577
Chile,Food - Meat Alternatives,20.310180187931
Chile,Food - Pasta,67.06471467834601
Chile,Food - Prepared Foods,35.925346905909
Chile,Food - Produce,8.399801800104001
Chile,Health,206.934265511798
Chile,Kitchen,364.799202343927
Chile,Office,6.097730169719999
Chile,Storage,109.44279233432101
Chile,Toys,682.131188320246
China,Accessories,7391.899222858077
China,Apps,395.69313601935596
China,Art Supplies,3462.904837731924
China,Audio,9023.65294892642
China,Automotive,6420.20048203598
China,Baby,173.061988015826
China,Bathroom,72.409177934811
China,Beauty,926.233456721166
China,Bicycles,13994.588106013827
China,Books,101.389325473867
China,Clothing,1115.419215620766
China,Clothing - Accessories,1771.9801901344879
China,Clothing - Activewear,1043.928159640257
China,Clothing - Bottoms,1656.4232145569379
China,Clothing - Coats,302.78851396506303
China,Clothing - Dresses,3426.229403923621
China,Clothing - Footwear,4429.572555124247
China,Clothing - Jumpsuits,217.60040698542903
China,Clothing - Loungewear,617.893851640814
China,Clothing - Outerwear,1654.720169058544
China,Clothing - Pants,848.48108988599
China,Clothing - Shirts,3464.942064159506
China,Clothing - Shoes,1049.586055777512
China,Clothing - Sweaters,389.904652917636
China,Clothing - Swimwear,165.22519357699798
China,Clothing - Tops,2061.532055325049
China,Computers,370.66721063189397
China,Crafts,3422.6985784811
China,Electronics,8163.782819820741
China,Fitness,11605.94639755052
China,Food,568.205866716391
China,Food - Baked Goods,115.587251697576
China,Food - Bakery,1037.3791145260411
China,Food - Baking,734.762059942411
China,Food - Baking & Cooking,222.70408751298004
China,Food - Baking Goods,6.13114812597
China,Food - Beverages,1766.907052251573
China,Food - Breakfast,710.200109963317
China,Food - Canned Goods,526.516633899247
China,Food - Canned Soups,133.51812187937702
China,Food - Cereal,421.780897464432
China,Food - Cereals,17.372320271163
China,Food - Condiments,2171.095640922708
China,Food - Confectionery,9.814932340694
China,Food - Cooking Essentials,14.358725739780002
China,Food - Cooking Kits,665.4371125552291
China,Food - Cooking Oil,30.759755617956003
China,Food - Cooking Oils,9.624273883489
China,Food - Dairy,1353.1290222359642
China,Food - Dairy Alternatives,340.49280046089
China,Food - Deli,41.328235796194
China,Food - Desserts,215.35853873449
China,Food - Dips,124.989996499229
China,Food - Dressing,149.012152507995
China,Food - Dressings,58.211251374865
China,Food - Dried Fruits,26.882910288469002
China,Food - Freezer,30.525962938937
China,Food - Fresh Produce,50.149701127965
China,Food - Frozen,742.095724678736
China,Food - Frozen Desserts,268.020984007085
China,Food - Frozen Food,330.60804335820603
China,Food - Frozen Foods,1667.863756275244
China,Food - Frozen Fruits,82.500632828241
China,Food - Frozen Meals,92.947198710923
China,Food - Frozen Vegetables,88.456442424811
China,Food - Fruits,20.108783291283
China,Food - Gourmet Rice,168.75880263005502
China,Food - Grab-and-Go,409.845311531183
China,Food - Grains,630.193283284226
China,Food - Grocery,89.396440112448
China,Food - Health Foods,183.765200338286
China,Food - Household,19.205987695301
China,Food - Jams & Jellies,37.586192374428
China,Food - Marinades,215.514094575831
China,Food - Meal Kits,186.531191540412
China,Food - Meat,1647.798120179535
China,Food - Meat & Poultry,67.09511092307599
China,Food - Meat & Seafood,1.7019235465700002
China,Food - Meat Alternatives,32.708897913853995
China,Food - Meat Substitutes,10.870922028277999
China,Food - Meats,49.225473707201004
China,Food - Nut Butters,73.106404883874
China,Food - Oils,87.878663770996
China,Food - Oils & Vinegars,208.480100983704
China,Food - Pasta,86.965985190836
China,Food - Prepared Foods,881.064582189127
China,Food - Prepared Meals,646.289734151826
China,Food - Produce,612.4907568568441
China,Food - Protein,50.584329161873995
China,Food - Salad Toppings,8.043364912206
China,Food - Salads,838.385198562028
China,Food - Sauces,183.243979501752
China,Food - Seafood,959.394714003439
China,Food - Sides,419.647540799313
China,Food - Snacks,3038.979572346886
China,Food - Soups,272.68997884791605
China,Food - Spices,217.84467390211003
China,Food - Spreads,98.10147128022301
China,Food - Supplements,194.78381393404499
China,Food - Vegetables,257.79638003918103
China,Food - Vegetarian,76.221567023247
China,Footwear,2691.988380440685
China,Furniture,2285.864047922658
China,Gaming,1556.8456925208961
China,Garden,8801.275138806235
China,Health,9087.409737526801
China,Home,25754.292754520684
China,Home Appliances,14447.748117464835
China,Home Improvement,51.444982826178
China,Home Security,1506.4527544159591
China,Kitchen,38388.91084910971
China,Music,20779.38705972697
China,Office,6886.363650904355
China,Outdoor,47389.70821408403
China,Pets,13096.076872370453
China,Photography,3796.6978834246806
China,Safety,1363.529911420478
China,Smart Home,7677.803346969587
China,Sports,833.93340568409
China,Storage,158.9371118886
China,Tools,2475.145160541572
China,Toys,8250.133776525687
China,Travel,1957.6235444081249
Colombia,Accessories,1247.3391520175537
Colombia,Audio,675.562909943267
Colombia,Automotive,223.26398891836902
Colombia,Clothing,588.827779094777
Colombia,Clothing - Accessories,89.009351911233
Colombia,Clothing - Activewear,698.067335274063
Colombia,Clothing - Bottoms,182.461688247423
Colombia,Clothing - Footwear,544.553754129686
Colombia,Clothing - Outerwear,275.0548614814
Colombia,Clothing - Shirts,38.848480157088005
Colombia,Clothing - Sweaters,988.066667887419
Colombia,Clothing - Tops,0.288017125397
Colombia,Electronics,2383.236345163571
Colombia,Fitness,10573.442957439318
Colombia,Food - Baked Goods,165.783117162405
Colombia,Food - Bakery,79.296754161023
Colombia,Food - Beverages,8.796624400871
Colombia,Food - Breakfast,197.95300113220802
Colombia,Food - Canned Goods,63.957123615203
Colombia,Food - Condiments,221.786351289941
Colombia,Food - Confectionery,10.691550723654
Colombia,Food - Cooking Oil,24.989845171239
Colombia,Food - Dairy,33.534374092325
Colombia,Food - Dairy Alternatives,44.604646563619
Colombia,Food - Dressing,23.384762062695
Colombia,Food - Frozen Desserts,14.273358171309
Colombia,Food - Frozen Food,59.911663916745
Colombia,Food - Frozen Foods,95.465942207059
Colombia,Food - Frozen Meals,144.60761010363902
Colombia,Food - Frozen Vegetables,87.202997104753
Colombia,Food - Meat,463.881081234881
Colombia,Food - Meat & Poultry,148.396239278194
Colombia,Food - Prepared Foods,87.662357056421
Colombia,Food - Prepared Meals,97.99669271610401
Colombia,Food - Produce,18.027587660040002
Colombia,Food - Salads,89.450255977485
Colombia,Food - Seafood,26.133413457969002
Colombia,Food - Sides,2.827293739179
Colombia,Food - Snacks,301.983585855032
Colombia,Food - Spices,10.681206323237
Colombia,Food - Vegetables,55.892667472061
Colombia,Footwear,1893.58354670572
Colombia,Furniture,15411.282836408047
Colombia,Gaming,653.38717180014
Colombia,Garden,244.32002618657197
Colombia,Health,1238.586246654896
Colombia,Home,75.83201305186199
Colombia,Kitchen,6145.523646564078
Colombia,Office,214.840783884995
Colombia,Outdoor,2995.5530620545387
Colombia,Pets,946.3653289256209
Colombia,Photography,902.891447168925
Colombia,Toys,242.637921021397
Colombia,Travel,702.0016047687251
Comoros,Food - Condiments,86.02453793462101
Comoros,Food - Grains,26.138120776371
Comoros,Food - Snacks,30.125577969850003
Comoros,Food - Soups,108.592042823325
Comoros,Garden,50.607663745500005
Comoros,Kitchen,1240.5142495014038
Costa Rica,Accessories,409.216476961021
Costa Rica,Food - Condiments,53.570252283033
Costa Rica,Food - Deli,29.198326972698002
Costa Rica,Food - Frozen Foods,172.93896309021403
Costa Rica,Food - Grains,49.859112806029
Costa Rica,Food - Meat,612.7789253003459
Costa Rica,Food - Sauces,13.895617581187999
Costa Rica,Food - Seafood,4.609400108547001
Costa Rica,Food - Snacks,17.618465118105
Costa Rica,Home Improvement,241.440938287596
Costa Rica,Kitchen,429.017208829116
Costa Rica,Outdoor,639.871502629747
Costa Rica,Toys,316.898184827408
Croatia,Art Supplies,221.37994835970198
Croatia,Automotive,0.8879467977900001
Croatia,Beauty,122.151096377553
Croatia,Clothing,208.19164502427898
Croatia,Clothing - Tops,180.058066099032
Croatia,Electronics,959.763250706247
Croatia,Fitness,122.23142406297899
Croatia,Food - Breakfast,26.489270317124998
Croatia,Food - Canned Goods,35.2415267133
Croatia,Food - Condiments,51.15745936808101
Croatia,Food - Frozen,49.987700290022005
Croatia,Food - Frozen Food,97.954645209982
Croatia,Food - Sauces,38.458116588177006
Croatia,Food - Snacks,25.599905226856002
Croatia,Kitchen,977.829129790327
Croatia,Outdoor,516.304563645255
Croatia,Pets,101.61602592041301
Croatia,Toys,486.85706431133303
Cuba,Clothing,606.3026571148699
Cuba,Food - Beverages,58.825511247888
Cuba,Food - Breakfast,114.951633429693
Cuba,Food - Condiments,9.485255854074001
Cuba,Food - Desserts,10.763352576657
Cuba,Food - Snacks,72.27465817071501
Cuba,Footwear,141.816721293901
Cuba,Garden,74.06167278662501
Cuba,Health,660.1556047397451
Cuba,Home,93.973584024559
Cuba,Kitchen,800.5556012980051
Cuba,Outdoor,1246.0932873624379
Cuba,Pets,91.959402438097
Cuba,Safety,84.530134361022
Cyprus,Accessories,2180.313005654124
Cyprus,Automotive,1057.3563208881092
Cyprus,Fitness,123.428838449115
Cyprus,Food - Frozen Foods,10.962927438624
Cyprus,Food - Produce,30.004350498675002
Cyprus,Food - Sauces,4.131981423766001
Cyprus,Food - Snacks,24.241716116144
Cyprus,Home Appliances,409.202085764556
Czech Republic,Accessories,388.180204869992
Czech Republic,Art Supplies,362.94922277991293
Czech Republic,Audio,873.569674630359
Czech Republic,Automotive,254.299327900911
Czech Republic,Baby,2910.166462145577
Czech Republic,Clothing - Accessories,889.266093151814
Czech Republic,Clothing - Activewear,281.78722977530805
Czech Republic,Clothing - Footwear,568.1860011497349
Czech Republic,Clothing - Shirts,140.980084913313
Czech Republic,Electronics,260.557881584994
Czech Republic,Fitness,1380.688243885385
Czech Republic,Food - Baking,27.729329461154002
Czech Republic,Food - Beverages,241.37700821763002
Czech Republic,Food - Bread,22.867382574927
Czech Republic,Food - Breakfast,41.586278272711006
Czech Republic,Food - Canned Goods,121.79470564635
Czech Republic,Food - Condiments,259.753083620769
Czech Republic,Food - Confectionery,32.701730275906
Czech Republic,Food - Dairy,30.868797708210003
Czech Republic,Food - Fresh Produce,44.387539879245
Czech Republic,Food - Frozen Foods,252.844481377965
Czech Republic,Food - Frozen Meals,88.509387419337
Czech Republic,Food - Fruits,3.276141733391
Czech Republic,Food - Grains,42.618070872446
Czech Republic,Food - Meat,47.809148902668
Czech Republic,Food - Meat Alternatives,25.923034759812
Czech Republic,Food - Meats,5.5437237970719995
Czech Republic,Food - Pasta,56.151956414272
