payment_method,category,revenue
bankcard,Food - Seafood,67.784036748059
bankcard,Food - Snacks,441.139791201858
bankcard,Food - Spices,21.061854345951
bankcard,Furniture,4590.284090499192
bankcard,Garden,1193.890778753821
bankcard,Health,1965.954306544942
bankcard,Home,2870.32559868707
bankcard,Home Appliances,3500.281614946837
bankcard,Kitchen,509.93636190894097
bankcard,Office,1958.673518124344
bankcard,Outdoor,12645.120293290842
bankcard,Pets,1423.378322005365
bankcard,Photography,306.482675356229
bankcard,Smart Home,569.28584824786
bankcard,Tools,31.212230889188994
bankcard,Toys,1149.1223963002599
bankcard,Travel,976.8909113592911
instapayment,Accessories,498.49941479302794
instapayment,Art Supplies,637.058995008248
instapayment,Audio,3947.6817511868626
instapayment,Automotive,953.016685181251
instapayment,Beauty,1373.021562926197
instapayment,Clothing - Bottoms,150.805479155743
instapayment,Clothing - Footwear,12.443895011879999
instapayment,Clothing - Tops,747.383359573275
instapayment,Electronics,7921.031886334587
instapayment,Fitness,419.623120498504
instapayment,Food,12.611236173527
instapayment,Food - Bakery,87.172300188201
instapayment,Food - Baking,58.558188846030006
instapayment,Food - Baking & Cooking,23.710876962001002
instapayment,Food - Baking Goods,23.889172581462002
instapayment,Food - Beverages,89.930757290862
instapayment,Food - Breakfast,49.920746574683
instapayment,Food - Canned Goods,70.183906377222
instapayment,Food - Condiments,160.009077150561
instapayment,Food - Dairy,175.36717107323702
instapayment,Food - Deli,57.173283646726
instapayment,Food - Desserts,23.64987132712
instapayment,Food - Dips,53.082390727076
instapayment,Food - Fresh Produce,4.1539579248030005
instapayment,Food - Frozen,36.756157853024
instapayment,Food - Frozen Foods,159.184204384924
instapayment,Food - Grains,13.728351373873
instapayment,Food - Meat,55.578833978111
instapayment,Food - Nuts,4.16546662818
instapayment,Food - Pasta,44.19904289224301
instapayment,Food - Prepared Foods,3.316200397563
instapayment,Food - Prepared Meals,43.834095024075
instapayment,Food - Produce,63.348494609524
instapayment,Food - Salads,13.031502438652
instapayment,Food - Sauces,21.652114400583
instapayment,Food - Seafood,159.29838004254802
instapayment,Food - Sides,13.229573643426
instapayment,Food - Snacks,657.8732423512871
instapayment,Food - Spices,3.6864423480309996
instapayment,Food - Vegetables,51.364600370513
instapayment,Garden,1471.466224468995
instapayment,Health,612.311684511548
instapayment,Home,1107.940239330846
instapayment,Home Appliances,1322.612025828375
instapayment,Home Improvement,1053.31479577242
instapayment,Kitchen,1576.99152994664
instapayment,Music,92.22280543327501
instapayment,Office,377.138008464606
instapayment,Outdoor,7277.781755454781
instapayment,Pets,659.435290165366
instapayment,Photography,910.2482123640119
instapayment,Safety,21.195459374262
instapayment,Smart Home,515.444619018517
instapayment,Tools,312.039860966813
instapayment,Toys,1450.3296698510292
mastercard,Accessories,437.041366858052
mastercard,Art Supplies,157.817088710397
mastercard,Audio,29.214985778952997
mastercard,Automotive,163.916106764754
mastercard,Clothing,1290.580941798076
mastercard,Clothing - Bottoms,1997.404139525563
mastercard,Clothing - Dresses,1451.110420808964
mastercard,Clothing - Footwear,179.92750788192598
mastercard,Clothing - Outerwear,282.176368087749
mastercard,Clothing - Pants,13.216876485922
mastercard,Clothing - Shirts,1603.679126154772
mastercard,Clothing - Tops,926.608952676092
mastercard,Electronics,3708.953024249903
mastercard,Fitness,822.755195145004
mastercard,Food - Bakery,68.511645425667
mastercard,Food - Baking,13.117708151445001
mastercard,Food - Baking Goods,36.469082508768
mastercard,Food - Beverages,71.106905980589
mastercard,Food - Breakfast,85.974526865293
mastercard,Food - Canned Goods,31.039317785263002
mastercard,Food - Canned Soups,59.273687616416005
mastercard,Food - Cereal,35.278520524182
mastercard,Food - Condiments,361.428846506327
mastercard,Food - Confectionery,7.33325897439
mastercard,Food - Dairy,139.956009348006
mastercard,Food - Deli,56.234218486082
mastercard,Food - Frozen Food,40.876494684881
mastercard,Food - Frozen Foods,329.80755138877004
mastercard,Food - Frozen Fruits,57.908568304719
mastercard,Food - Grains,142.73515843212
mastercard,Food - Meal Kits,36.383721671556
mastercard,Food - Meat,110.244916566429
mastercard,Food - Pasta,63.819022721427004
mastercard,Food - Prepared Foods,19.464119039741
mastercard,Food - Prepared Meals,139.98486323631602
mastercard,Food - Produce,73.409516891169
mastercard,Food - Salads,54.02974196528601
mastercard,Food - Seafood,258.89623127012004
mastercard,Food - Snacks,595.590188905723
mastercard,Food - Soups,178.64629964007202
mastercard,Food - Vegetables,29.58050288026
mastercard,Footwear,1379.8650098743058
mastercard,Gaming,758.82255921985
mastercard,Garden,480.04575738831704
mastercard,Health,1850.5554336543412
mastercard,Home,1723.4928308404542
mastercard,Home Appliances,11933.18847664526
mastercard,Home Security,4324.698943620531
mastercard,Kitchen,1554.8629543995742
mastercard,Music,973.7078167347721
mastercard,Office,313.562117425878
mastercard,Outdoor,2521.454716913287
mastercard,Pets,3424.206890552167
mastercard,Photography,221.865270061063
mastercard,Storage,2682.852808896918
mastercard,Tools,700.940985548306
mastercard,Toys,779.69535515394
mastercard,Travel,51.716533597101005
visa,Accessories,1517.159959269824
visa,Art Supplies,155.225620298033
visa,Automotive,413.755821309968
visa,Beauty,76.95579434749999
visa,Books,86.08195228464899
visa,Clothing - Accessories,94.893845108021
visa,Clothing - Activewear,1089.768634981683
visa,Clothing - Bottoms,1074.3492910867421
visa,Clothing - Footwear,763.6993642204079
visa,Clothing - Pants,446.57415976925705
visa,Electronics,2596.508815245242
visa,Fitness,1123.625472290786
visa,Food - Bakery,67.667436219957
visa,Food - Baking,86.0321877074
visa,Food - Baking Goods,132.2344896106
visa,Food - Beverages,93.094647016039
visa,Food - Breakfast,96.861428915448
visa,Food - Canned Goods,71.643193254039
visa,Food - Condiments,230.89472829452902
visa,Food - Confectionery,8.645294812992
visa,Food - Cooking Oil,4.99028171031
visa,Food - Dairy,85.048530415689
visa,Food - Deli,7.072752820157
visa,Food - Desserts,4.74948943669
visa,Food - Dressings,9.683121572631
visa,Food - Freezer,34.849498404952996
visa,Food - Fresh Produce,6.335097362636
visa,Food - Frozen,46.031160673995
visa,Food - Frozen Desserts,101.027453570206
visa,Food - Frozen Foods,472.15925860539403
visa,Food - Grains,29.153706893286
visa,Food - Meal Kits,28.815416099280004
visa,Food - Pasta,142.093451756972
visa,Food - Prepared Foods,557.512117742733
visa,Food - Produce,6.272158428499001
visa,Food - Protein,1.806597585956
visa,Food - Salads,17.625191209248
visa,Food - Sauces,30.469361261181003
visa,Food - Seafood,52.736094651482
visa,Food - Seasonings,58.455815620783
visa,Food - Sides,18.556314055279
visa,Food - Snacks,200.63538302416703
visa,Food - Soups,54.706011008222006
visa,Food - Supplements,87.24510727412701
visa,Food - Vegetables,27.599994375245
visa,Garden,3447.338038064873
visa,Health,1345.0516681417748
visa,Home,6005.582880577926
visa,Home Appliances,496.8746195109749
visa,Kitchen,3809.246599453493
visa,Office,94.674240877896
visa,Outdoor,3476.453749514746
visa,Pets,1799.760587613052
visa,Toys,1900.413754802923
visa,Travel,277.83227688644195
